2016-04-20_00:16:11 1461104171 0x6 0; BOOT
2016-04-20_00:27:11 1461104831 0x6 0;2,2,1,5,1,6,2,0,4,1,0-1286,4;0:0/0
2016-04-20_00:31:11 1461105071 0x6 16;7,2,1,1,0,2,5,2,2,2,2,1,2,2,2,0,0,2,1,2,1,1,2,2,0-12fc,4a0-0:f2/6b;0:f1/6c;0:0/0;0:0/0;0:4/6a;0:0/0;0:0/0;0:0/0;0:e0/6a;0:0/0
2016-04-20_00:32:12 1461105132 0x6 17;2,c,1,2,2,2,1,0,1,1,1-1300,40:e0/6b;0:0/0
2016-04-20_00:35:12 1461105312 0x6 0; BOOT
2016-04-20_01:13:20 1461107600 0x6 0; BOOT
2016-04-20_01:51:20 1461109880 0x6 0; BOOT
2016-04-20_01:54:11 1461110051 0x6 0;3,1,0,2,2,3,1,4,2,2,2,2,2,1,2,2,0,2,1,0,2,2,2,2,2-123e,4ce-0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-04-20_01:55:22 1461110122 0x6 61;2,0,1,2,0,1,2,2,2,5,2,2,1,1,2,2,2,1,2,0,2,0,1,2,2-1288,4b2-0:f3/6c;0:f7/6b;0:0/0;0:0/0;0:4/6a;0:0/0;0:0/0;0:0/0;0:e0/68;0:0/0
2016-04-20_01:57:22 1461110242 0x6 62;2,2,2,2,0,2,0,2,5,1,2,2,1,4,2,2,2,2,3,2,2,2,2,2,1-12a8,4a4-0:f3/6b;0:f7/6c;0:0/0;0:0/0;0:4/6c;0:0/0;0:0/0;0:0/0;0:e0/6b;0:0/0
2016-04-20_02:29:20 1461112160 0x6 0; BOOT
2016-04-20_02:31:22 1461112282 0x6 0;2,9,2,0,2,2,1,1,3,1,1,2,8,1,2,3,1,0,3,1,2,2,1,0,0-1268,4be-0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-04-20_02:38:10 1461112690 0x6 81;0,1,2,2,2,4,4,1,2,0,2-12a0,40:e0/6b;0:0/0
2016-04-20_02:39:23 1461112763 0x6 84;2,2,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,2-12c0,492-0:f3/6a;0:f7/6c;0:0/0;0:0/0;0:4/6b;0:0/0;0:0/0;0:0/0;0:e0/6b;0:0/0
2016-04-20_02:41:22 1461112882 0x6 85;2,0,0,2,2,2,1,3,4,1,2,4,1,2,2,2,2,2,3,1,2,0,1,2,3-12c8,490-0:f3/6b;0:f7/6c;0:0/0;0:0/0;0:4/6a;0:0/0;0:0/0;0:0/0;0:e0/6b;0:0/0
2016-04-20_02:45:23 1461113123 0x6 87;1,4,2,2,1,2,0,2,0,1,1,1,2,1,2,2,1,2,3,2,2,2,1,1,2-12ca,488-0:f3/6b;0:f7/6b;0:0/0;0:0/0;0:4/6c;0:0/0;0:0/0;0:0/0;0:e0/6b;0:0/0
2016-04-20_02:49:23 1461113363 0x6 88;/0;0:4/6a;0:0/0;0:0/0;0:0/0;0x6 89;2,2,2,0,1,2,2,0,4,3,3,3,3,2,0,2,2,4,2,4,2,0,2,2,4-12be,486-0:f3/6b;0:f7/6a;0:0/0;0:0/0;0:4/6c;0:0/0;0:0/0;0:0/0;0:e0/6b;0:0/0
2016-04-20_02:51:22 1461113482 0x6 90;2,3,2,3,3,2,2,2,2,2,3,6,1,1,2,2,2,3,3,2,2,2,3,2,2-12b8,486-0:f3/6c;0:f7/6b;0:0/0;0:0/0;0:4/6b;0:0/0;0:0/0;0:0/0;0:e0/6b;0:0/0
2016-04-20_02:55:22 1461113722 0x6 92;3,3,2,2,5,1,1,3,3,7,6,3,3,3,0,2,3,2,2,1,3,5,2,5,3-12ac,486-0:f3/6a;0:f7/6c;0:0/0;0:0/0;0:4/6b;0:0/0;0:0/0;0:0/0;0:e0/6b;0:0/0
2016-04-20_02:57:22 1461113842 0x6 93;3,2,3,2,3,1,3,2,4,3,3,3,6,2,4,3,4,5,0,0,5,1,3,2,2-12a7,486-0:f3/6b;0:f7/6c;0:0/0;0:0/0;0:4/6b;0:0/0;0:0/0;0:0/0;0:e0/6b;0:0/0
2016-04-20_03:29:20 1461115760 0x6 0;2a,28,27,27,2a,26,28,29,25,2a,29,2c,29,29,28,24,2a,2a,2c,2c,29,2b,2c,29,29-1237,4ca-0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-04-20_03:43:21 1461116601 0x6 117;4c,4e,4e,4e,4e,4e,4e,4e,4e,4f,4e,4e,4e,4f,52,4e,4d,4e,4d,4e,4f,4e,4f,4e,4f-12e8,48c-0:f3/6c;0:f7/6a;0:0/0;0:0/0;0:4/6c;0:0/0;0:0/0;0:0/0;0:e1/6c;0:0/0
2016-04-20_03:47:21 1461116841 0x6 119;58,57,5b,58,58,5b,58,58,58,58,58,58,57,5b,58,57,58,59,58,59,58,59,58,55,54-1310,486-0:f3/6b;0:f7/6c;0:0/0;0:0/0;0:4/6b;0:0/0;0:0/0;0:0/0;0:e0/6b;0:0/0
2016-04-20_04:25:20 1461119120 0x6 0; BOOT
2016-04-20_04:39:23 1461119963 0x6 0;3,e1,e3,e3,df,e2,e3,e3,e6,e20;0:0/0;0:0/0;0:0/0;0:0/0;0:0x6 146;eb,ed,ec,ed,ee,ee,f2,f0,f0,f1,ef,ee,ef,f2,f4,f4,e9,ec,ee,ef,ee,ec,f0,eb,ef-1402,474-0:f3/6b;0:f6/6c;0:0/0;0:0/0;0:4/6b;0:0/0;0:0/0;0:0/0;0:e0/6a;0:0/0
2016-04-20_04:41:22 1461120082 0x6 147;f2,f2,f2,f1,f4,f1,f3,f1,f5,f4,f1,f2,ee,f3,f3,ee,f2,f4,f2,f0,f4,f1,f2,f1,f1-140d,470-0:f2/6c;0:f7/6b;0:0/0;0:0/0;0:4/6c;0:0/0;0:0/0;0:0/0;0:df/6b;0:0/0
2016-04-20_04:57:23 1461121043 0x6 154;11e,121,121,11d,11d,11f,11c,3/6c;0:f7/6c;0:0/0;0:0/0;0:40x6 155;123,124,122,123,123,123,122,123,123,124,124,123,125,125,125,126,126,125,125,127,126,127,128,128,128-1439,468-0:f3/6c;0:f7/6b;0:0/0;0:0/0;0:4/6c;0:0/0;0:0/0;0:0/0;0:e0/6c;0:0/0
2016-04-20_05:23:18 1461122598 0x6 0; BOOT
2016-04-20_05:33:21 1461123201 0x6 172;256,25f,267,242,227,1ce,227,245,1ca,1b6,220,252,20c,239,269,230,1c5,1e7,26a,25a,1ec,1d5,248,23d,230-1562,44f-0:f2/6c;0:f3/6c;0:0/0;0:0/0;0:3/6b;0:0/0;0:0/0;0:0/0;0:df/6a;0:0/0
2016-04-20_05:37:21 1461123441 0x6 174;2ce,2cf,2bb,2b0,2ae,2ba,2b2,2b3,2bf,2b2,2b8,2d1,2cc,2bd,2d2,2d9,2ce,2ac,2c5,2d6,2cc,2c1,2d0,2d5,2d4-1592,445-0:f2/6a;0:f3/6c;0:0/0;0:0/0;0:3/6b;0:0/0;0:0/0;0:0/0;0:df/6a;0:0/0
2016-04-20_05:41:21 1461123681 0x6 176;2cd,2d1,2cd,2cf,2cd,2cc,2cc,2ce,2c8,2ce,2ce,2d5,2cd,2cb,2cc,2ca,2cc,2ca,2cc,2cc,2c8,2cd,2c9,2c7,2cb-15c8,440-0:f2/6c;0:f5/6a;0:0/0;0:0/0;0:3/6c;0:0/0;0:0/0;0:0/0;0:df/6a;0:0/0
2016-04-20_05:45:21 1461123921 0x6 178;28d,288,279,279,28b,280,26f,277,283,280,27f,22b,249,27e,282,29d,2a6,273,271,284,283,235,2a9,2b1,242-1605,43c-0:f7/6c;0:f5/6c;0:0/0;0:0/0;0:3/6c;0:0/0;0:0/0;0:0/0;0:de/6b;0:0/0
2016-04-20_06:31:22 1461126682 0x6 202;2b8,2be,2ba,2bb,2b9,2b9,2b8,2bb,2ba,2b8,2b9,2b8,2b6,2ba,2ba,2ba,2b8,2b6,2b9,2be,2b5,2ba,2bc,2b9,2bb-17b6,3e4-0:f7/6b;0:f2/6b;0:0/0;0:0/0;0:2/6b;0:0/0;0:0/0;0:0/0;0:df/6b;0:0/0
2016-04-20_06:33:21 1461126801 0x6 203;234,227,228,235,23b,232,229,22a,226,22a,232,22a,220,229,225,21d,223,226,227,22d,22b,227,229,22a,233-17a5,3ed-0:f7/6c;0:f3/6c;0:0/0;0:0/0;0:3/6b;0:0/0;0:0/0;0:0/0;0:df/6b;0:0/0
2016-04-20_06:35:21 1461126921 0x6 204;1f3,1f4,1f4,1f4,1f3,1f3,1ed,1f4,1f4,1f4,1f4,1f3,1f4,1f4,1f4,1f5,1f4,1f5,1f3,1f4,1f3,1ef,1f6,1f4,1f6-174f,3ec-0:f7/6c;0:f3/6b;0:0/0;0:0/0;0:3/6c;0:0/0;0:0/0;0:0/0;0:dd/69;0:0/0
2016-04-20_07:07:21 1461128841 0x6 220;4d3,4d3,4d3,4d3,4d2,4d2,4d4,6/6c;0:f3/6a;0:0/0;0:0/0;0:30x6 221;3df,3df,3de,3dc,3dc,3db,3d9,3d9,3db,3d7,3d8,3d9,3d8,3d7,3d9,3d5,3d5,3d6,3d3,3d5,3d4,3d5,3d3,3d3,3cf-18ba,40a-0:f6/6c;0:f3/6a;0:0/0;0:0/0;0:2/6c;0:0/0;0:0/0;0:0/0;0:de/6b;0:0/0
2016-04-20_07:36:11 1461130571 0x6 0; BOOT
2016-04-20_08:12:11 1461132731 0x6 0; BOOT
2016-04-20_08:14:13 1461132853 0x6 0;411,413,414,414,413,413,412,412,412,412,413,413,413,413,412,412,413,40e,411,412,413,416,414,418,415-19b6,3e6-0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-04-20_08:51:11 1461135071 0x6 0; BOOT
2016-04-20_08:56:23 1461135383 0x6 279;487,487,483,485,486,487,487,484,482,485,484,486,486,47e,482,483,484,485,483,484,483,480,480,481,488-1c22,3bf-0:f3/6c;0:f0/6c;0:0/0;0:0/0;0:1/6b;0:0/0;0:0/0;0:0/0;0:dd/6a;0:0/0
2016-04-20_09:00:23 1461135623 0x6 280;3e9,3e4,3e4,3e6,3ec,3ea,3e0,3/6c;0:f0/6c;0:0/0;0:0/0;0:10x6 281;3f0,3f0,3ef,3f0,3f0,3ec,3f1,3f0,3f1,3ec,3ef,3ee,3ef,3f2,3ef,3ee,3f1,3ed,3f3,3ee,3ee,3eb,3ee,3ed,3f2-1b53,3a4-0:f5/6b;0:f0/6b;0:0/0;0:0/0;0:2/6c;0:0/0;0:0/0;0:0/0;0:de/6b;0:0/0
2016-04-20_09:04:22 1461135862 0x6 282;485,498,49f,48b,487,494,49e,5/6c;0:f1/6a;0:0/0;0:0/0;0:20x6 283;48b,492,491,490,490,491,490,493,490,491,490,491,491,491,490,490,48f,492,490,492,491,48e,48e,48f,48f-1b1b,3d1-0:f3/6b;0:f0/6b;0:0/0;0:0/0;0:2/6b;0:0/0;0:0/0;0:0/0;0:dd/6a;0:0/0
2016-04-20_09:08:22 1461136102 0x6 284;49e,499,49a,49b,49a,495,49c,3/6c;0:f0/6a;0:0/0;0:0/0;0:20x6 285;4a6,4a5,4a4,4a4,4a6,4a5,4a6,4a4,4a5,4a4,4a6,4a6,4a6,4a7,4a6,4a0,4ab,4a7,4a8,4a4,4a4,4a5,4a5,4a3,4a3-1ba8,3d4-0:f3/6a;0:f0/6a;0:0/0;0:0/0;0:2/6c;0:0/0;0:0/0;0:0/0;0:dd/6b;0:0/0
2016-04-20_09:10:21 1461136221 0x6 286;47d,478,479,471,475,47a,472,467,46f,473,473,46b,472,476,473,475,475,472,471,46d,46e,46e,46c,467,46a-1bdc,3bc-0:f3/6c;0:f0/6a;0:0/0;0:0/0;0:2/6c;0:0/0;0:0/0;0:0/0;0:dd/6c;0:0/0
2016-04-20_09:12:21 1461136341 0x6 287;36c,36a,366,365,369,36e,368,36c,366,364,36d,36b,36e,36c,367,370,370,366,361,367,367,362,361,361,360-1b8c,3a6-0:f3/6c;0:f1/6b;0:0/0;0:0/0;0:2/6b;0:0/0;0:0/0;0:0/0;0:dd/6a;0:0/0
2016-04-20_09:14:21 1461136461 0x6 288;489,487,487,486,486,487,487,488,488,483,486,486,482,482,483,481,483,47f,47f,47c,47a,47c,477,478,477-1af2,3af-0:f6/6a;0:f1/6b;0:0/0;0:0/0;0:2/6a;0:0/0;0:0/0;0:0/0;0:de/69;0:0/0
2016-04-20_09:16:21 1461136581 0x6 289;4a3,4a4,4a2,4a2,4a4,4a7,4a6,4a2,4a2,4a4,4a2,4a3,4a7,4a6,4a2,4a5,4a7,4a7,4a1,4a2,4a3,4a4,49d,4a1,4a3-1b02,3d2-0:f5/6b;0:f1/6b;0:0/0;0:0/0;0:2/6c;0:0/0;0:0/0;0:0/0;0:de/6b;0:0/0
2016-04-20_09:20:22 1461136822 0x6 291;4a2,4a3,49e,4a0,4a4,4a4,4a1,49f,4a2,49f,49e,49f,4a3,49f,4a1,4a1,49e,49f,4a0,4a0,49e,49e,49f,4a0,49e-1baa,3c2-0:f3/6b;0:f1/6b;0:0/0;0:0/0;0:2/6c;0:0/0;0:0/0;0:0/0;0:de/6b;0:0/0
2016-04-20_09:24:22 1461137062 0x6 293;490,48f,48f,491,492,493,496,495,493,497,495,496,499,497,497,498,498,497,49c,498,499,49a,49b,498,49c-1cef,3a4-0:f3/6c;0:ef/69;0:0/0;0:0/0;0:1/6c;0:0/0;0:0/0;0:0/0;0:dd/6b;0:0/0
2016-04-20_09:28:23 1461137303 0x6 295;471,46e,470,472,470,471,471,470,471,471,470,46f,471,472,471,473,471,472,472,471,472,473,471,471,473-1d06,385-0:f2/6b;0:f0/6b;0:0/0;0:0/0;0:1/6c;0:0/0;0:0/0;0:0/0;0:dd/6a;0:0/0
2016-04-20_10:08:20 1461139700 0x6 0; BOOT
2016-04-20_10:44:24 1461141864 0x6 333;4a1,4a1,4a5,4a4,4a4,4a5,4a6,4a1,4a2,4a4,4a4,4a2,49f,4a4,4a4,4a3,49d,4a6,49f,4a1,4a3,4a2,4a4,4a3,4a4-1c91,3a1-1:f3/6b;1:f1/6c;0:0/0;0:0/0;0:1/6c;0:0/0;0:0/0;0:0/0;0:de/6c;0:0/0
2016-04-20_10:52:22 1461142342 0x6 336;0x6 337;481,47c,474,475,47a,479,479,477,477,477,477,477,477,474,475,471,476,474,473,478,471,476,476,475,47a-1eac,348-1:f2/6c;1:ef/6b;0:0/0;0:0/0;0:0/6b;0:0/0;0:0/0;0:0/0;0:dd/6b;0:0/0
2016-04-20_10:54:22 1461142462 0x6 338;480,47f,47f,47f,47f,481,489,480,481,480,484,481,487,477,481,480,481,47e,481,482,47e,480,47f,482,47f-1eae,33c-1:f1/6b;1:ef/6b;0:0/0;0:0/0;0:0/6b;0:0/0;0:0/0;0:0/0;0:dc/6a;0:0/0
